latitude,longitude,energy,wavelength
80.0,110.0,-8.991121654276718,1050.0
80.0,120.0,9.2415213442965,1050.0
80.0,130.0,31.16066581611005,1050.0
80.0,140.0,-181.7797131195035,1050.0
80.0,150.0,45.595400650049754,1050.0
80.0,160.0,-59.721408386857085,1050.0
80.0,170.0,15.398598481293124,1050.0
80.0,180.0,-31.282346596114234,1050.0
80.0,190.0,16.749930194238324,1050.0
80.0,200.0,0.4535640639203751,1050.0
80.0,210.0,0.4535640639203751,1050.0
80.0,220.0,0.4535640639203751,1050.0
80.0,230.0,0.4535640639203751,1050.0
80.0,240.0,0.4535640639203751,1050.0
80.0,250.0,0.4535640639203751,1050.0
80.0,260.0,0.4535640639203751,1050.0
80.0,270.0,0.4535640639203751,1050.0
80.0,280.0,0.4535640639203751,1050.0
80.0,290.0,0.4535640639203751,1050.0
80.0,300.0,0.4535640639203751,1050.0
80.0,310.0,0.4535640639203751,1050.0
80.0,320.0,0.4535640639203751,1050.0
80.0,330.0,0.4535640639203751,1050.0
80.0,340.0,0.39081937314583737,1050.0
80.0,350.0,-10.831581508741152,1050.0
